Gene_symbol,Cell_type,Mean_log2_fold_change,Adjusted_p_value
Zfp975,EndoC,0.668422589,0.002314184
Dynlt3,EndoC,0.493802035,0.002342459
Clta,EndoC,0.348021063,0.002366847
1810055G02Rik,EndoC,1.138466531,0.002406119
Lrrc8d,EndoC,0.258672322,0.002424832
Gnaq,EndoC,0.250283723,0.002446983
Zfp618,EndoC,1.51839358,0.002476568
Gm15675,EndoC,1.047276865,0.002485092
Akap13,EndoC,0.359388348,0.002494376
AW146154,EndoC,0.607040344,0.002527212
Tsc22d1,EndoC,0.262876199,0.002554907
Senp7,EndoC,0.366222139,0.00257917
Scamp3,EndoC,0.609798904,0.002601865
Slc7a4,EndoC,3.853792735,0.002608593
Elavl2,EndoC,3.331109166,0.002619439
Selenbp2,EndoC,3.067270007,0.002641263
Rab5a,EndoC,0.24810573,0.00264668
Gns,EndoC,0.354018986,0.002684058
Il11ra1,EndoC,0.847281194,0.002707464
Zfp512,EndoC,0.414974417,0.002715633
Dzank1,EndoC,2.717384363,0.002716031
Tspan3,EndoC,0.276504456,0.002729943
Dhh,EndoC,1.551997013,0.002745592
Rap1gap2,EndoC,1.158991182,0.00276686
Gm1673,EndoC,0.646879642,0.002780763
Zmpste24,EndoC,0.485914379,0.002876474
Rft1,EndoC,0.871659802,0.002879526
Klf10,EndoC,0.466665669,0.00292899
Fth1,EndoC,0.240094741,0.002945838
Arrdc3,EndoC,0.717873643,0.002963873
Slc39a1,EndoC,0.390633082,0.002966281
Mia3,EndoC,0.354509087,0.002967483
Tmbim1,EndoC,0.365117374,0.003049346
Skp1a,EndoC,0.338448277,0.00308035
Rpl4,EndoC,0.286759237,0.003149138
Ublcp1,EndoC,0.681054807,0.00316248
Nub1,EndoC,0.3503481,0.003174367
Ticam1,EndoC,1.168279201,0.003183919
Invs,EndoC,0.284423651,0.003186247
Adamts5,EndoC,0.626565946,0.003188881
Abca8a,EndoC,1.251465151,0.003242099
Gtf2h2,EndoC,0.505891939,0.003242122
Snrpb,EndoC,0.278806812,0.003310256
Il27ra,EndoC,0.553426991,0.003369914
L3hypdh,EndoC,0.993957694,0.003404975
Tpm4,EndoC,0.324962292,0.003429054
Ikzf4,EndoC,1.272098436,0.003449612
Txndc12,EndoC,0.383220591,0.003462643
Rere,EndoC,0.216447804,0.003490086
Efl1,EndoC,0.341381561,0.003539679
Sdk1,EndoC,1.271851502,0.003560979
Canx,EndoC,0.256738011,0.003596933
Sap30bp,EndoC,0.536024024,0.003613407
Tcta,EndoC,0.633632332,0.003647085
Emp1,EndoC,0.393654206,0.003684392
Snx14,EndoC,0.39845826,0.003724677
Supt3,EndoC,0.345809942,0.003761929
Tbx20,EndoC,1.158913874,0.00376853
Rpl7,EndoC,0.296742315,0.003802743
Zfp869,EndoC,0.373762778,0.003815223
Cplane1,EndoC,0.40131558,0.003829751
Gm16252,EndoC,3.081977624,0.003852519
Csgalnact2,EndoC,0.477908436,0.003863609
Ubtd2,EndoC,0.462212782,0.003868541
Ppp1r14b,EndoC,0.389059298,0.003938773
Pdcd6,EndoC,0.229688311,0.003977245
Wdr34,EndoC,1.133008001,0.004009614
Aptx,EndoC,0.96511326,0.004023512
Gpc4,EndoC,0.729278338,0.004099637
Zc4h2,EndoC,1.279780427,0.004106946
Kdelr1,EndoC,0.333548207,0.004116303
Rpl36a,EndoC,0.267655664,0.004132957
Bhlhe40,EndoC,0.510107808,0.004155443
Rap2b,EndoC,0.956075311,0.00422423
Map2,EndoC,1.587603387,0.00424072
Pja2,EndoC,0.285554153,0.004253808
Fgd4,EndoC,1.13858721,0.004279825
Rnf138,EndoC,0.370451303,0.004318887
Cc2d2a,EndoC,0.551450789,0.004325704
B4gat1,EndoC,0.851199098,0.004328249
Med28,EndoC,0.279594359,0.004381508
Atl3,EndoC,0.238179821,0.004411474
Heatr3,EndoC,0.655223113,0.004465683
Slc9a8,EndoC,0.377333929,0.004488428
Tarsl2,EndoC,0.819220803,0.004515
Ppdpf,EndoC,0.590896454,0.004527607
Hnrnpa1,EndoC,0.153288463,0.004544973
Ccni,EndoC,0.306565732,0.004583613
BC035044,EndoC,2.657403162,0.004590177
Spcs1,EndoC,0.237916877,0.004637218
Uhrf2,EndoC,0.212240534,0.00469937
Htra3,EndoC,0.872784481,0.004777606
Mcur1,EndoC,0.350419865,0.004777992
Rnasek,EndoC,0.350605387,0.004821375
Zscan29,EndoC,0.633554006,0.004847852
Serpinb8,EndoC,0.81347997,0.004915817
1110002L01Rik,EndoC,0.621755343,0.004926365
Sec11a,EndoC,0.396323143,0.004954276
Aamp,EndoC,0.404003383,0.004976471
Sgms2,EndoC,1.549210201,0.00500949
Gpcpd1,EndoC,0.263358575,0.005034925
Mettl25,EndoC,0.416505205,0.005119756
Ptgir,EndoC,2.396151149,0.005130628
E130308A19Rik,EndoC,0.507937248,0.005162538
Rpl37,EndoC,0.261689466,0.005171444
Clstn1,EndoC,0.250385299,0.005181689
Chpf2,EndoC,0.68396962,0.005183171
Baz1b,EndoC,0.232984485,0.005214938
Uap1,EndoC,0.507055295,0.005221035
Trdmt1,EndoC,0.493973216,0.005262052
Cnih1,EndoC,0.382340553,0.005287834
Unc5c,EndoC,3.382843197,0.005346469
Vat1,EndoC,0.487609122,0.005492733
Limk1,EndoC,1.005343161,0.005519993
Itga4,EndoC,2.598418662,0.005552814
Zfp420,EndoC,1.002882507,0.005638557
Samd14,EndoC,1.975663128,0.005670455
Itih4,EndoC,2.396000291,0.005722319
Mapre2,EndoC,0.361370459,0.005813499
Mast2,EndoC,0.281819847,0.005819764
Polr2f,EndoC,0.228366057,0.00587872
Cpne3,EndoC,0.422005457,0.005897257
Ift46,EndoC,0.532371602,0.006108845
Itpr3,EndoC,0.40077014,0.006166095
Hnmt,EndoC,1.60996541,0.006235571
Ddb2,EndoC,0.571886496,0.006298571
Cep126,EndoC,1.090833709,0.006320289
Tsr3,EndoC,0.686223763,0.006439812
Tex2,EndoC,0.472396586,0.006512897
Ids,EndoC,0.410635766,0.006659328
Ldlrad4,EndoC,0.205480153,0.006702458
Dcaf11,EndoC,0.499736755,0.006704516
Pdhx,EndoC,0.266237227,0.006902576
Hibadh,EndoC,0.183655167,0.006934862
Eri3,EndoC,0.301401893,0.006944707
Arhgef1,EndoC,0.224875396,0.007009189
Rnf181,EndoC,0.3997535,0.007123453
Npc2,EndoC,0.316838724,0.007158375
Sec63,EndoC,0.194836786,0.007185144
Gmppb,EndoC,0.941702579,0.007254601
Gpsm3,EndoC,1.400831384,0.007255908
Trim35,EndoC,0.22246962,0.007277308
Rraga,EndoC,0.721890432,0.007300879
Slc9a7,EndoC,2.734623781,0.007396614
Rpl8,EndoC,0.184999179,0.007399909
Dusp11,EndoC,0.293242291,0.007409937
Dpy30,EndoC,0.458379326,0.007628137
Bcorl1,EndoC,0.646987297,0.007631981
Map3k7,EndoC,0.253665523,0.007741485
Sdf2l1,EndoC,1.145266956,0.007789229
Gm41804,EndoC,1.275497393,0.007863755
Taok2,EndoC,0.173045569,0.007892675
Reps1,EndoC,0.282042343,0.007941215
Zpr1,EndoC,0.72865821,0.007970974
Gpr108,EndoC,0.509106983,0.008058232
Tmed4,EndoC,0.570417188,0.008093204
Morf4l2,EndoC,0.306621692,0.008093962
Klf9,EndoC,0.363237587,0.008220254
Tnfrsf1a,EndoC,0.235312244,0.008282673
Ftl1,EndoC,0.229911612,0.00833421
Ubr4,EndoC,0.261353634,0.008355197
Cbx6,EndoC,0.355821645,0.008437617
Cdadc1,EndoC,0.303126377,0.008464584
Nt5c,EndoC,0.518722641,0.008480626
Herpud1,EndoC,0.243947648,0.008542317
Cnep1r1,EndoC,0.330895835,0.008553837
Tbrg4,EndoC,0.658629587,0.008571953
Tet1,EndoC,0.997683811,0.008603531
Calhm2,EndoC,0.471721627,0.008608822
Vcan,EndoC,0.999234345,0.008669203
Furin,EndoC,0.267919005,0.008723971
Itih5,EndoC,1.125948337,0.008775853
Cdip1,EndoC,0.246401452,0.008824604
Pkm,EndoC,0.218610335,0.008913665
Ppia,EndoC,0.232982625,0.009101575
Psmb3,EndoC,0.211996823,0.009104518
Gm10851,EndoC,2.566855735,0.009111074
Abca3,EndoC,0.223821169,0.009116635
Ltv1,EndoC,0.982834641,0.009158637
Bnip3l,EndoC,0.232175813,0.009250973
Igf2bp2,EndoC,1.922845189,0.009386313
Tut4,EndoC,0.19173765,0.009410068
Cog1,EndoC,0.313225124,0.009515663
Setdb1,EndoC,0.269706431,0.009581585
Spry2,EndoC,0.574453317,0.009624195
Tmem138,EndoC,1.451190485,0.009629195
Mdk,EndoC,1.199957876,0.009746998
Ccl21a,LEC,9.734483252,0
Reln,LEC,9.621457902,0
Tbx1,LEC,9.546950985,0
Mmrn1,LEC,9.371166542,0
Tc2n,LEC,8.117970452,0
Dtx1,LEC,7.938752064,0
Apba2,LEC,7.804192609,0
Emid1,LEC,7.77336972,0
Il7,LEC,7.746482159,0
Lcn2,LEC,7.538206585,0
Kbtbd11,LEC,7.235090195,0
Gm17167,LEC,7.159557279,0
Sh3gl3,LEC,6.90427514,0
Fgf12,LEC,6.715377314,0
Prox1,LEC,6.515067397,0
Ston2,LEC,6.440340727,0
Slc45a3,LEC,6.259060125,0
A830019P07Rik,LEC,6.224291359,0
Maf,LEC,6.186305686,0
Thy1,LEC,6.15641655,0
Pard6g,LEC,6.091188767,0
Lyve1,LEC,6.049756603,0
Plce1,LEC,5.95736935,0
Adgrg3,LEC,4.948013818,0
Adamtsl1,LEC,5.212832695,5.67E-302
Pdpn,LEC,5.93883441,1.23E-301
Fgl2,LEC,5.738348018,3.13E-299
Srgap3,LEC,5.637885394,4.53E-296
Prkcz,LEC,5.272559627,1.76E-293
Gpm6a,LEC,4.226537901,4.48E-283
Htr2b,LEC,5.830110219,5.92E-283
Pld5,LEC,7.843498346,2.65E-281
Nrcam,LEC,6.155844818,1.08E-274
Efcc1,LEC,6.62483774,5.83E-273
Abi3bp,LEC,4.963937357,3.04E-268
Duox2,LEC,6.572914306,3.30E-268
4833422C13Rik,LEC,6.35347527,2.23E-265
Thsd4,LEC,4.340039701,1.12E-262
Sned1,LEC,4.563579893,1.52E-249
Kcnn3,LEC,5.406845603,2.51E-235
Pkhd1l1,LEC,4.5321576,1.50E-221
Trpc3,LEC,5.13327305,1.23E-207
Flt4,LEC,4.374890709,5.17E-202
Tnfaip8l3,LEC,5.580217145,2.52E-196
Cp,LEC,4.065845877,1.45E-193
Hoxd3,LEC,5.309125118,5.25E-181
Wdr17,LEC,3.947553497,1.38E-179
Slc16a12,LEC,4.620097586,3.47E-179
Sema3a,LEC,4.112922736,4.41E-178
Sgsm1,LEC,4.733651771,1.77E-173
Gm16685,LEC,5.902253944,2.35E-172
Hoxd4,LEC,5.220378445,2.66E-171
Lbp,LEC,3.858164953,1.44E-170
Ctnnal1,LEC,4.066699616,8.22E-168
Kcnk5,LEC,5.980265747,8.64E-168
Sema3d,LEC,3.294984042,4.57E-163
Tll1,LEC,4.184432747,1.67E-159
Ripor3,LEC,6.358254985,1.08E-154
Gas7,LEC,4.625458975,1.05E-153
Prelp,LEC,3.869962117,1.26E-148
Npas3,LEC,5.125032671,4.81E-147
Arhgap6,LEC,4.23606105,2.20E-144
Ntn1,LEC,3.569298769,1.67E-142
Col23a1,LEC,4.66235201,5.54E-142
Susd2,LEC,5.753635699,1.14E-141
Morrbid,LEC,3.783108528,9.38E-140
Mboat1,LEC,5.470586462,1.68E-138
Dmtn,LEC,3.818228521,3.10E-138
Hoxd8,LEC,5.167305546,2.39E-136
Tmod2,LEC,4.164966853,3.48E-136
Reep1,LEC,3.777107566,6.35E-133
Chrm3,LEC,2.208264265,9.19E-133
Gm10475,LEC,8.528496159,3.03E-131
Ssbp2,LEC,3.953300959,6.34E-131
Dapk2,LEC,3.822130862,1.87E-126
Fndc1,LEC,4.496996495,1.15E-125
Pde3b,LEC,3.671616466,2.78E-124
Kif26b,LEC,4.121573981,5.69E-123
Stab2,LEC,8.247592583,1.71E-119
Radil,LEC,4.201366724,1.78E-119
Dennd4a,LEC,3.417452168,1.01E-116
Ctdspl,LEC,3.2181281,2.10E-116
Mrc1,LEC,4.025737953,2.21E-116
Slc19a3,LEC,10.5416928,1.78E-115
Flrt3,LEC,5.94689859,1.02E-114
Ttpa,LEC,6.105822131,9.05E-113
Hoxd9,LEC,6.199037036,5.61E-112
Lrg1,LEC,3.557849362,2.85E-111
Prkcq,LEC,3.117225196,8.79E-110
Celsr1,LEC,4.809137946,6.99E-109
Sntg2,LEC,5.951281426,2.80E-108
Prkag2,LEC,3.131593545,4.99E-105
Prkg1,LEC,1.980289903,9.51E-105
Rspo3,LEC,5.986768906,1.68E-103
Clca3a1,LEC,3.916326726,2.51E-103
Grik3,LEC,6.669863055,7.45E-102
Wipf3,LEC,3.404291946,8.69E-101
Hoxd3os1,LEC,5.218026667,2.71E-100
Meis2,LEC,2.445806609,3.34E-100
Cldn5,LEC,2.93131461,1.93E-99
Susd4,LEC,5.053503438,5.64E-99
Zfpm2,LEC,2.818570841,6.63E-99
Adam12,LEC,3.47400226,3.41E-98
Gprc5c,LEC,4.952487906,5.37E-97
Scn3a,LEC,5.253206467,6.54E-95
Scn1b,LEC,3.621221026,7.31E-95
Rnase4,LEC,3.186535629,1.65E-93
Slc9a9,LEC,4.116499698,2.52E-92
Gng2,LEC,4.321480018,5.57E-92
Fbln7,LEC,5.848801553,1.79E-91
Pcsk6,LEC,2.953614707,6.36E-91
Tenm3,LEC,4.037527005,1.60E-90
Pde7b,LEC,2.894562073,3.26E-90
Pgf,LEC,3.966794001,3.84E-90
Tnxb,LEC,3.040797388,7.84E-89
Gm13307,LEC,7.259460358,4.00E-87
Glis3,LEC,4.203252724,9.43E-86
F2rl1,LEC,4.803894996,6.23E-85
D330037F02Rik,LEC,10.19594681,5.83E-84
C77080,LEC,3.237420978,1.46E-83
Dennd2a,LEC,2.996957317,4.32E-83
Duoxa2,LEC,7.72058941,6.91E-82
Mir99ahg,LEC,2.360424336,5.21E-81
B130024G19Rik,LEC,3.350785859,8.70E-81
Zfp521,LEC,2.395594485,1.41E-80
Gm536,LEC,5.365286426,2.85E-80
Rimbp2,LEC,5.97185398,5.38E-80
Abhd17b,LEC,2.667357958,4.31E-77
D5Ertd615e,LEC,2.6317172,5.06E-77
Ankrd6,LEC,3.466405141,6.40E-77
Tgfb2,LEC,3.665690166,1.50E-76
Gm3892,LEC,6.459587521,9.11E-76
Lrrc1,LEC,3.502272489,1.18E-74
Mpp7,LEC,3.079218821,2.62E-74
Hspa12a,LEC,3.120196108,7.79E-74
Sirpa,LEC,2.974314563,7.79E-74
Dapk1,LEC,2.759607146,2.77E-73
Ppfibp1,LEC,2.246531694,3.10E-73
Gap43,LEC,6.091004071,4.44E-73
Ackr2,LEC,3.45371564,4.53E-71
Sgcd,LEC,2.776649025,7.01E-71
Nr2f2,LEC,2.324324071,1.30E-70
Timp2,LEC,2.505472175,2.49E-69
Slco3a1,LEC,2.208313146,4.35E-69
Rgs7bp,LEC,3.051727879,1.24E-68
Fign,LEC,3.712779041,1.38E-68
Fxyd6,LEC,2.461495883,2.35E-68
Trmt9b,LEC,3.796498095,6.66E-68
Rtkn,LEC,3.918628859,3.42E-67
Nr3c2,LEC,2.418364934,3.36E-66
Dlg1,LEC,2.29730044,3.37E-66
Nectin2,LEC,2.632235094,8.23E-66
Itih3,LEC,6.57413689,1.70E-65
Stab1,LEC,2.502455459,4.32E-65
Ralgps2,LEC,3.168265673,8.70E-65
Fbln5,LEC,2.001699099,3.57E-62
Itga9,LEC,2.223724784,9.09E-62
Nrxn3,LEC,4.029526091,1.08E-61
4933406I18Rik,LEC,3.929387908,9.36E-61
Zfhx3,LEC,1.985427904,2.50E-60
Nxn,LEC,2.34211376,1.60E-59
Sez6l,LEC,5.397254693,5.80E-59
Spsb1,LEC,2.782792883,2.07E-57
Gcnt1,LEC,2.827540536,3.05E-57
Itpk1,LEC,3.051511889,3.80E-56
Galnt18,LEC,2.094569669,7.52E-56
Tgfbr2,LEC,2.159693591,2.31E-55
Brinp1,LEC,6.075087974,3.29E-55
Bmp2k,LEC,2.52183977,6.46E-55
1810008I18Rik,LEC,7.019966009,1.27E-54
Mctp2,LEC,4.206772833,1.28E-54
Sdc1,LEC,3.455812371,1.60E-54
Gucy1a2,LEC,3.90269115,1.87E-54
Gucy1b1,LEC,3.063651847,2.03E-54
Piezo2,LEC,2.682360536,2.47E-54
Rab3il1,LEC,3.126216086,2.81E-53
Gm14964,LEC,4.624133063,1.18E-52
1810020O05Rik,LEC,6.540310738,2.11E-52
Ptx3,LEC,5.253410964,3.93E-52
Megf6,LEC,2.809449259,4.76E-52
Notch2,LEC,2.854100077,2.04E-51
Fmnl2,LEC,1.913129377,2.76E-51
Bcr,LEC,2.080500938,3.90E-51
Tpcn1,LEC,2.428519207,4.56E-51
Sept6,LEC,3.197423094,4.70E-51
Jph1,LEC,4.42234679,3.94E-50
Gsap,LEC,2.415090253,4.53E-50
Klhl4,LEC,2.527288397,4.78E-50
Slc6a9,LEC,4.548738037,4.89E-50
Tnfrsf11a,LEC,2.490156896,7.90E-50
Inpp4b,LEC,2.732394645,2.27E-49
Gjc2,LEC,5.897746574,3.07E-49
L3mbtl4,LEC,5.087039354,1.34E-48
Lepr,LEC,3.265264309,1.55E-47
Igsf3,LEC,3.254592725,6.58E-47
Efna5,LEC,2.251411118,9.49E-47
Prox1os,LEC,5.914629686,1.10E-46
Rtn4rl1,LEC,4.192387935,2.64E-46
Gypc,LEC,2.230094203,6.17E-46
Ptpn3,LEC,3.303886778,6.78E-46
D730045B01Rik,LEC,4.99336589,9.84E-46
Rarb,LEC,2.632553217,2.65E-45
Gm13814,LEC,5.850648388,3.22E-45
Rbms3,LEC,1.884399156,4.39E-45
A4galt,LEC,2.533810809,2.09E-44
Scn3b,LEC,3.828371585,2.53E-44
Tiam2,LEC,3.39559619,1.40E-43
Olfm1,LEC,3.243384119,5.56E-43
Pappa,LEC,3.972638563,2.34E-42
Ablim2,LEC,2.571961687,3.76E-42
Dusp2,LEC,4.138866718,5.50E-42
Syne3,LEC,2.561467689,6.38E-42
Slc38a4,LEC,4.335317058,9.29E-42
Arhgap32,LEC,2.271842074,1.39E-41
Pear1,LEC,1.988082612,2.15E-41
Timp3,LEC,1.48371342,2.88E-41
Ece1,LEC,1.595047251,3.90E-41
Abca1,LEC,2.009802055,4.22E-41
Gm10649,LEC,4.381440378,1.71E-40
Gm16083,LEC,2.313714518,1.81E-40
Edaradd,LEC,4.923150223,2.21E-40
Gm12305,LEC,5.445806457,3.53E-40
Shc3,LEC,3.910300407,6.97E-40
Il17ra,LEC,3.075958052,9.59E-40
Mroh2a,LEC,4.9729543,3.35E-39
Fgf13,LEC,3.082252701,6.05E-39
Cebpb,LEC,2.297093699,7.09E-39
Iqgap2,LEC,3.200677485,9.12E-39
Tnfaip8l1,LEC,2.293085365,1.39E-38
Ikbke,LEC,3.61666398,1.65E-38
Igfbp4,LEC,1.89822491,2.73E-38
Plekha5,LEC,1.941132055,2.08E-37
Ank3,LEC,2.35126293,3.50E-37
Fam107b,LEC,3.063994879,6.73E-37
Tmem117,LEC,3.410796049,8.64E-37
CT868723.1,LEC,8.881876722,1.08E-36
Foxp2,LEC,4.313619432,2.85E-36
Cntfr,LEC,4.275104694,4.67E-36
Lama4,LEC,1.238475833,7.10E-36
1500035N22Rik,LEC,4.304508978,1.38E-35
Igfbp5,LEC,2.425711302,3.17E-35
Arl4a,LEC,1.928789406,7.39E-35
Itgb3,LEC,3.040938699,9.49E-35
Ntn4,LEC,2.998022183,2.25E-34
Gm28376,LEC,4.207423154,2.40E-34
Serping1,LEC,2.072563729,4.06E-34
Slco2b1,LEC,2.414832983,4.89E-34
Il6ra,LEC,2.814460237,6.33E-34
Trps1,LEC,1.568056854,1.14E-33
Kctd12,LEC,1.883775812,1.45E-33
Prrt1,LEC,4.237396898,2.41E-33
Car10,LEC,5.985358148,2.51E-33
Fam217a,LEC,4.643442436,3.13E-33
Atp13a3,LEC,1.572078696,3.77E-33
Aebp1,LEC,2.377768665,5.01E-33
Mmp14,LEC,2.345395173,5.80E-33
Tspan18,LEC,2.170796958,6.36E-33
Rftn2,LEC,2.924990175,7.17E-33
Gm11266,LEC,2.928850574,7.52E-33
Prss23,LEC,2.37194039,8.54E-33
Scd2,LEC,2.303445013,1.28E-32
Nts,LEC,3.331954294,1.84E-32
Nfat5,LEC,1.453082628,2.00E-32
Amdhd1,LEC,6.372835053,4.16E-32
Ahnak2,LEC,2.978894939,6.23E-32
Strn,LEC,1.772289153,6.44E-32
2600014E21Rik,LEC,4.57204374,7.22E-32
Samsn1,LEC,3.709812096,7.61E-32
Hsd3b7,LEC,1.894373947,1.49E-31
Dnah6,LEC,3.556683097,1.88E-31
Nat8l,LEC,5.478548738,1.96E-31
Nhsl1,LEC,1.66938315,2.17E-31
Gm17171,LEC,6.019081199,2.51E-31
AA467197,LEC,4.698912602,5.00E-31
Nhsl2,LEC,1.71754382,8.61E-31
Sntb2,LEC,1.44703077,3.40E-30
Rbms1,LEC,1.029729359,4.12E-30
Aph1b,LEC,3.069823808,7.04E-30
Lhfp,LEC,2.336365821,7.40E-30
Mir100hg,LEC,1.909211163,7.82E-30
Mtmr12,LEC,1.885487795,8.01E-30
Kalrn,LEC,1.270428635,1.24E-29
Ccdc141,LEC,3.134830242,1.37E-29
Ptpn14,LEC,1.567161238,1.50E-29
Gramd1a,LEC,2.337440204,2.33E-29
Gm41836,LEC,5.164620274,2.51E-29
Zfp423,LEC,1.77565895,3.35E-29
Mical3,LEC,1.468786443,6.82E-29
Gm46560,LEC,8.280861403,8.38E-29
Lrrc71,LEC,3.296842893,9.64E-29
Stt3b,LEC,2.015538579,2.29E-28
Selenop,LEC,1.440150764,2.56E-28
Itih5,LEC,2.616108487,2.74E-28
Sema4d,LEC,2.629774569,3.16E-28
Fbxl2,LEC,2.4035207,3.72E-28
Prune2,LEC,2.364193752,4.51E-28
Gm15655,LEC,6.364277798,5.78E-28
Cd9,LEC,1.327082455,8.84E-28
Plekha4,LEC,3.617282251,1.43E-27
Npl,LEC,3.408076336,1.51E-27
Lrp3,LEC,3.066399037,1.84E-27
Pard3,LEC,1.359848273,2.05E-27
Rph3al,LEC,1.998925379,2.84E-27
Lrp12,LEC,2.388844631,5.23E-27
Dcbld2,LEC,2.096956543,8.09E-27
Afap1l2,LEC,2.37910552,8.61E-27
Gm15261,LEC,3.333292576,1.81E-26
Vav3,LEC,1.160492022,1.99E-26
Farp1,LEC,1.449142183,2.82E-26
S100a6,LEC,1.4502565,3.18E-26
Ltbp4,LEC,1.177061204,3.23E-26
Sash1,LEC,1.303671209,5.30E-26
Rhoj,LEC,1.208609656,7.23E-26
Wls,LEC,1.683694547,7.59E-26
Chd9,LEC,1.268495345,9.22E-26
Foxc2,LEC,3.267273909,1.15E-25
Ift43,LEC,1.823385765,1.26E-25
Lrrn4cl,LEC,3.917636807,1.54E-25
Arhgef40,LEC,1.795194634,1.80E-25
Map4k2,LEC,1.507941727,2.05E-25
B3gnt8,LEC,3.266656301,3.41E-25
Slc16a9,LEC,3.449554683,4.80E-25
Cpq,LEC,1.715617012,7.49E-25
Tbc1d4,LEC,1.807914176,9.27E-25
Frmd6,LEC,1.895106271,1.07E-24
4930441H08Rik,LEC,5.819406827,1.21E-24
Patj,LEC,2.803342503,1.59E-24
Stard10,LEC,3.671891689,1.83E-24
Ecscr,LEC,1.506562389,4.43E-24
Loxl2,LEC,2.173757741,5.11E-24
Ptpre,LEC,1.647743142,6.73E-24
A430093F15Rik,LEC,4.090634367,6.83E-24
Hivep3,LEC,1.641535454,7.38E-24
Syn2,LEC,2.996979271,7.69E-24
Sel1l3,LEC,5.8177546,1.70E-23
Errfi1,LEC,2.233799738,1.88E-23
Degs1,LEC,1.50546582,1.96E-23
Cass4,LEC,5.125168109,2.25E-23
Emp1,LEC,1.407939429,2.45E-23
Catsperb,LEC,4.102890396,2.47E-23
Dab2,LEC,1.515022402,4.31E-23
Ryr3,LEC,3.899000035,5.38E-23
Itsn1,LEC,1.42382269,8.16E-23
Wbp1l,LEC,1.424849903,1.47E-22
Fkbp5,LEC,1.41108028,1.59E-22
Apaf1,LEC,1.631895582,2.90E-22
Nrp2,LEC,1.026430201,2.91E-22
Comt,LEC,1.478544221,3.31E-22
Tgfbr3,LEC,1.5313025,3.69E-22
Gm50136,LEC,6.921829435,3.81E-22
Gm28172,LEC,7.261726114,3.88E-22
Tulp4,LEC,1.195403813,4.33E-22
Galnt1,LEC,1.300329545,5.69E-22
Sgk3,LEC,1.449132387,7.83E-22
Plau,LEC,3.314279185,7.83E-22
Wnt9a,LEC,3.59590402,1.52E-21
Uhrf1bp1l,LEC,1.697729776,1.72E-21
Tgfbi,LEC,2.87501479,2.73E-21
Fbxo17,LEC,3.178306203,3.56E-21
Gm48007,LEC,5.110187101,4.36E-21
Lmo2,LEC,1.588112416,4.40E-21
Ptgfrn,LEC,1.458241602,4.49E-21
Cd63,LEC,1.514738418,5.32E-21
2310081O03Rik,LEC,8.576181617,6.67E-21
Tbx4,LEC,8.482932974,6.67E-21
Gm8378,LEC,8.006352983,6.67E-21
Glis1,LEC,4.567000902,1.18E-20
Iqcd,LEC,4.433732776,1.95E-20
Flvcr2,LEC,3.080764326,5.37E-20
Rcn3,LEC,1.885718648,5.45E-20
Fgd6,LEC,1.683272836,8.65E-20
Lrrfip1,LEC,1.419371925,8.87E-20
4933409K07Rik,LEC,5.822415636,1.16E-19
Gm20878,LEC,5.044194054,1.25E-19
Gm525,LEC,4.934792634,1.26E-19
Esyt2,LEC,1.061588275,1.95E-19
Mill2,LEC,1.822953882,2.00E-19
Ralgapa2,LEC,1.433817478,2.54E-19
Itprip,LEC,2.180409826,2.62E-19
Vsir,LEC,1.534820444,3.73E-19
Rfx2,LEC,2.142070359,3.76E-19
Comp,LEC,2.221994375,4.76E-19
Ank2,LEC,1.790525697,6.08E-19
Cd47,LEC,1.165183455,6.71E-19
Bik,LEC,2.116120709,8.70E-19
Plec,LEC,1.34490291,9.55E-19
Add3,LEC,1.264278845,9.98E-19
Hmcn1,LEC,0.515935105,1.08E-18
Serpina3n,LEC,2.928065661,1.14E-18
Ube2ql1,LEC,3.65492962,1.66E-18
Slc10a6,LEC,1.665947107,1.94E-18
Tppp3,LEC,2.260599312,2.00E-18
Serpine2,LEC,2.314262244,2.12E-18
Myzap,LEC,1.151331018,2.95E-18
Asap1,LEC,1.115843924,2.97E-18
Phldb3,LEC,3.583010215,3.09E-18
Exph5,LEC,5.714781663,3.29E-18
Tgfb3,LEC,2.354454192,3.66E-18
Nlgn1,LEC,4.719434961,4.62E-18
Marcks,LEC,1.071958726,4.69E-18
Tbxa2r,LEC,1.977237567,1.05E-17
Pou2af1,LEC,6.350087908,1.06E-17
Slc39a4,LEC,5.598188679,1.11E-17
Palm,LEC,1.043600659,1.11E-17
Islr2,LEC,2.992881873,1.14E-17
Rhou,LEC,3.29181242,1.15E-17
Hsf3,LEC,4.138415579,1.57E-17
Rnf145,LEC,1.699627158,1.93E-17
Synpo,LEC,1.308559198,2.44E-17
Pxn,LEC,1.120274043,2.57E-17
Homer3,LEC,1.612089833,2.90E-17
Rep15,LEC,2.478454007,3.08E-17
Rgma,LEC,3.194409859,3.64E-17
Appl2,LEC,1.49181292,4.53E-17
Mylk,LEC,1.691002993,4.72E-17
Mterf4,LEC,2.416213766,4.84E-17
Pde4b,LEC,1.16138336,5.28E-17
Ube2e2,LEC,1.062252523,5.51E-17
Scd4,LEC,5.015064749,5.99E-17
Cd5,LEC,4.265437951,6.49E-17
Stxbp6,LEC,1.065350323,7.36E-17
Trib1,LEC,1.938751623,7.58E-17
